,Unnamed: 0,Route,Unnamed: 2,Conc,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Excipients
63,HUMAN PRESCRIPTION DRUG,ORAL,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),750 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,"CELLULOSE, MICROCRYSTALLINE (UNII: OP1R32D61U)", ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,CROSPOVIDONE (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSES (UNII: 3NXW29V3WO), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,WATER (UNII: 059QF0KO0R), ,,,50 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;,"cellulose, microcrystalline ,crospovidone ,hypromelloses ,magnesium stearate ,silicon dioxide ,starch, corn ,titanium dioxide "
64,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7), ,ACETIC ACID (UNII: Q40Q9N063P), ,EDETATE DISODIUM (UNII: 7FLD91C86K), ,MANNITOL (UNII: 3OWL53L36A), ,SODIUM ACETATE (UNII: 4550K0SC9B), ,HYDROCHLORIC ACID (UNII: QTT17582CB), ,SODIUM HYDROXIDE (UNII: 55X04QC32I), ,WATER (UNII: 059QF0KO0R), ,,,,,"5 mL in 1 BOTTLE, DROPPER; Type 0: Not a Combination Product;","acetic acid ,benzalkonium chloride ,edetate disodium ,hydrochloric acid ,mannitol ,sodium acetate ,sodium hydroxide "
65,HUMAN PRESCRIPTION DRUG,TOPICAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3.5 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7),0.06 mg  in 1 mL,MANNITOL (UNII: 3OWL53L36A),46 mg  in 1 mL,EDETATE DISODIUM (UNII: 7FLD91C86K),0.5 mg  in 1 mL,SODIUM ACETATE (UNII: 4550K0SC9B), ,ACETIC ACID (UNII: Q40Q9N063P), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,48 in 1 CASE;2.5 mL in 1 BOTTLE; Type 0: Not a Combination Product;,"acetic acid ,benzalkonium chloride ,edetate disodium ,mannitol ,sodium acetate ,water "
66,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,ciprofloxacin hydrochloride (UNII: 4BA73M5E37) (ciprofloxacin - UNII:5E8K9I0O4U),3 mg  in 1 mL,benzalkonium chloride (UNII: F5UM2KM3W7), ,acetic acid (UNII: Q40Q9N063P), ,edetate disodium (UNII: 7FLD91C86K), ,mannitol (UNII: 3OWL53L36A), ,sodium acetate (UNII: 4550K0SC9B), ,hydrochloric acid (UNII: QTT17582CB), ,sodium hydroxide (UNII: 55X04QC32I), ,water (UNII: 059QF0KO0R), ,,,,,"1 in 1 CARTON;5 mL in 1 BOTTLE, DROPPER; Type 2: Prefilled Drug Delivery Device/System (syringe, patch, etc.);","acetic acid ,benzalkonium chloride ,edetate disodium ,hydrochloric acid ,mannitol ,sodium acetate ,sodium hydroxide "
67,HUMAN PRESCRIPTION DRUG,TOPICAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3.5 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7),0.06 mg  in 1 mL,MANNITOL (UNII: 3OWL53L36A),46 mg  in 1 mL,EDETATE DISODIUM (UNII: 7FLD91C86K),0.5 mg  in 1 mL,SODIUM ACETATE (UNII: 4550K0SC9B), ,ACETIC ACID (UNII: Q40Q9N063P), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,5 mL in 1 BOTTLE; Type 0: Not a Combination Product;,"acetic acid ,benzalkonium chloride ,edetate disodium ,mannitol ,sodium acetate ,water "
68,HUMAN PRESCRIPTION DRUG,TOPICAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3.5 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7),0.06 mg  in 1 mL,MANNITOL (UNII: 3OWL53L36A),46 mg  in 1 mL,EDETATE DISODIUM (UNII: 7FLD91C86K),0.5 mg  in 1 mL,SODIUM ACETATE (UNII: 4550K0SC9B), ,ACETIC ACID (UNII: Q40Q9N063P), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,5 mL in 1 BOTTLE; Type 0: Not a Combination Product;,"acetic acid ,benzalkonium chloride ,edetate disodium ,mannitol ,sodium acetate ,water "
69,HUMAN PRESCRIPTION DRUG,TOPICAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3.5 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7),0.06 mg  in 1 mL,MANNITOL (UNII: 3OWL53L36A),46 mg  in 1 mL,EDETATE DISODIUM (UNII: 7FLD91C86K),0.5 mg  in 1 mL,SODIUM ACETATE (UNII: 4550K0SC9B), ,ACETIC ACID (UNII: Q40Q9N063P), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,"2.5 mL in 1 BOTTLE, DROPPER; Type 0: Not a Combination Product;5 mL in 1 BOTTLE, DROPPER; Type 0: Not a Combination Product;","acetic acid ,benzalkonium chloride ,edetate disodium ,mannitol ,sodium acetate ,water "
70,HUMAN PRESCRIPTION DRUG,TOPICAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3.5 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7),0.06 mg  in 1 mL,MANNITOL (UNII: 3OWL53L36A),46 mg  in 1 mL,EDETATE DISODIUM (UNII: 7FLD91C86K),0.5 mg  in 1 mL,SODIUM ACETATE (UNII: 4550K0SC9B), ,ACETIC ACID (UNII: Q40Q9N063P), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,48 in 1 CASE;5 mL in 1 BOTTLE; Type 0: Not a Combination Product;,"acetic acid ,benzalkonium chloride ,edetate disodium ,mannitol ,sodium acetate ,water "
71,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3 mg  in 1 mL,benzalkonium chloride (UNII: F5UM2KM3W7), ,acetic acid (UNII: Q40Q9N063P), ,edetate disodium (UNII: 7FLD91C86K), ,mannitol (UNII: 3OWL53L36A), ,sodium acetate (UNII: 4550K0SC9B), ,hydrochloric acid (UNII: QTT17582CB), ,sodium hydroxide (UNII: 55X04QC32I), ,water (UNII: 059QF0KO0R), ,,,,,"1 in 1 CARTON;5 mL in 1 BOTTLE, DROPPER; Type 0: Not a Combination Product;","acetic acid ,benzalkonium chloride ,edetate disodium ,hydrochloric acid ,mannitol ,sodium acetate ,sodium hydroxide "
72,HUMAN PRESCRIPTION DRUG,TOPICAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),3.5 mg  in 1 mL,BENZALKONIUM CHLORIDE (UNII: F5UM2KM3W7), ,MANNITOL (UNII: 3OWL53L36A), ,EDETATE DISODIUM (UNII: 7FLD91C86K), ,SODIUM ACETATE (UNII: 4550K0SC9B), ,ACETIC ACID (UNII: Q40Q9N063P), ,WATER (UNII: 059QF0KO0R), ,,,,,,,,,2.5 mL in 1 BOTTLE; Type 0: Not a Combination Product;,"acetic acid ,benzalkonium chloride ,edetate disodium ,mannitol ,sodium acetate ,water "
73,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (15 MPA.S AT 5%) (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,WATER (UNII: 059QF0KO0R), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"100 in 1 BOX, UNIT-DOSE;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;","crospovidone  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol, unspecified ,polyvinyl alcohol, unspecified ,starch, corn ,water "
74,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (15 MPA.S AT 5%) (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,WATER (UNII: 059QF0KO0R), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"100 in 1 BOX, UNIT-DOSE;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;","crospovidone  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol, unspecified ,polyvinyl alcohol, unspecified ,starch, corn ,water "
75,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),750 mg,"STARCH, CORN (UNII: O8232NY3SJ)", ,CROSPOVIDONE (15 MPA.S AT 5%) (UNII: 68401960MK), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,"POLYETHYLENE GLYCOL, UNSPECIFIED (UNII: 3WJQ0SDW1A)", ,"POLYVINYL ALCOHOL, UNSPECIFIED (UNII: 532B59J990)", ,WATER (UNII: 059QF0KO0R), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,TALC (UNII: 7SEV7J4R1U), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,"100 in 1 BOX, UNIT-DOSE;1 in 1 BLISTER PACK; Type 0: Not a Combination Product;","crospovidone  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol, unspecified ,polyvinyl alcohol, unspecified ,starch, corn ,water "
76,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,3600 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
77,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,30 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
78,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
79,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,28 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
80,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;3 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
81,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,POVIDONE K30 (UNII: U725QWY32X), ,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
82,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
83,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,6 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;3 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
84,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
85,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,"10 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;28 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product;","hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
86,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),750 mg,SILICON DIOXIDE (UNII: ETJ7Z6XBU4), ,HYPROMELLOSE 2910 (5 MPA.S) (UNII: R75537T0T4), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U), ,POLYETHYLENE GLYCOL 400 (UNII: B697894SGQ), ,POVIDONE K30 (UNII: U725QWY32X), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,TITANIUM DIOXIDE (UNII: 15FIX9V2JP), ,,,,,20 in 1 BOTTLE; Type 0: Not a Combination Product;28 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;90 in 1 BOTTLE; Type 0: Not a Combination Product;,"hypromellose 2910  ,magnesium stearate ,microcrystalline cellulose ,polyethylene glycol 400 ,povidone k30 ,silicon dioxide ,sodium starch glycolate type a potato "
87,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;1000 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
88,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,100 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;500 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;120 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
89,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
90,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),500 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;120 in 1 BOTTLE; Type 0: Not a Combination Product;100 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
91,HUMAN PRESCRIPTION DRUG,ORAL,CIPROFLOXACIN HYDROCHLORIDE (UNII: 4BA73M5E37) (CIPROFLOXACIN - UNII:5E8K9I0O4U),250 mg,LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X), ,MAGNESIUM STEARATE (UNII: 70097M6I30), ,MODIFIED CORN STARCH (1-OCTENYL SUCCINIC ANHYDRIDE) (UNII: 461P5CJN6T), ,SODIUM STARCH GLYCOLATE TYPE A POTATO (UNII: 5856J3G2A2), ,,,,,,,,,,,,,7 in 1 BOTTLE; Type 0: Not a Combination Product;20 in 1 BOTTLE; Type 0: Not a Combination Product;10 in 1 BOTTLE; Type 0: Not a Combination Product;14 in 1 BOTTLE; Type 0: Not a Combination Product;6 in 1 BOTTLE; Type 0: Not a Combination Product;30 in 1 BOTTLE; Type 0: Not a Combination Product;60 in 1 BOTTLE; Type 0: Not a Combination Product;12 in 1 BOTTLE; Type 0: Not a Combination Product;40 in 1 BOTTLE; Type 0: Not a Combination Product;90 in 1 BOTTLE; Type 0: Not a Combination Product;,"lactose monohydrate ,magnesium stearate ,modified corn starch  ,sodium starch glycolate type a potato "
